"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"211","Chemistry","Cologne University","1950","for their discovery and development of the diene synthesis","1950-11-10","Cologne","Germany",51.0,10.0
"347","Physiology or Medicine","University of Zurich","1949","for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs","1949-10-27","Zurich","Switzerland",46.798562,8.231973
"348","Physiology or Medicine","University of Lisbon","1949","for his discovery of the therapeutic value of leucotomy in certain psychoses","1949-10-27","Lisbon","Portugal",39.0,-9.0
"54","Physics","Columbia University","1949","for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces","1949-11-03","New York, NY","USA",39.828175,-98.5795
"510","Peace","","1949","for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war","1949-10-12","","","",""
"620","Literature","","1949","for his powerful and artistically unique contribution to the modern American novel","1950-11-10","","","",""
"209","Chemistry","University of California","1949","for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures","1949-11-03","Berkeley, CA","USA",39.828175,-98.5795
"346","Physiology or Medicine","Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.)","1948","for his discovery of the high efficiency of DDT as a contact poison against several arthropods","1948-10-28","Basel","Switzerland",46.798562,8.231973
"53","Physics","Victoria University","1948","for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation","1948-11-04","Manchester","United Kingdom",54.6,-2.0
"619","Literature","","1948","for his outstanding, pioneer contribution to present-day poetry","1948-11-04","","","",""
"208","Chemistry","Uppsala University","1948","for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins","1948-11-04","Uppsala","Sweden",61.0,15.0
"343","Physiology or Medicine","Washington University","1947","for their discovery of the course of the catalytic conversion of glycogen","1947-10-23","St. Louis, MO","USA",39.828175,-98.5795
"344","Physiology or Medicine","Washington University","1947","for their discovery of the course of the catalytic conversion of glycogen","1947-10-23","St. Louis, MO","USA",39.828175,-98.5795
"345","Physiology or Medicine","Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine)","1947","for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar","1947-10-23","Buenos Aires","Argentina",-34.0,-64.0
"52","Physics","Department of Scientific and Industrial Research","1947","for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer","1947-11-13","London","United Kingdom",54.6,-2.0
"508","Peace","","1947","for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations","1947-10-30","","","",""
"509","Peace","","1947","for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations","1947-10-30","","","",""
"618","Literature","","1947","for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight","1947-11-13","","","",""
"207","Chemistry","University of Oxford","1947","for his investigations on plant products of biological importance, especially the alkaloids","1947-11-13","Oxford","United Kingdom",54.6,-2.0
"342","Physiology or Medicine","Indiana University","1946","for the discovery of the production of mutations by means of X-ray irradiation","1946-10-31","Bloomington, IN","USA",39.828175,-98.5795
"51","Physics","Harvard University","1946","for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics","1946-11-14","Cambridge, MA","USA",39.828175,-98.5795
"506","Peace","","1946","for her lifelong work for the cause of peace","1946-11-14","","","",""
"507","Peace","","1946","for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries","1946-11-14","","","",""
"617","Literature","","1946","for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style","1946-11-14","","","",""
"204","Chemistry","Cornell University","1946","for his discovery that enzymes can be crystallized","1946-11-14","Ithaca, NY","USA",39.828175,-98.5795
"205","Chemistry","Rockefeller Institute for Medical Research","1946","for their preparation of enzymes and virus proteins in a pure form","1946-11-14","Princeton, NJ","USA",39.828175,-98.5795
"206","Chemistry","Rockefeller Institute for Medical Research","1946","for their preparation of enzymes and virus proteins in a pure form","1946-11-14","Princeton, NJ","USA",39.828175,-98.5795
"339","Physiology or Medicine","London University","1945","for the discovery of penicillin and its curative effect in various infectious diseases","1945-10-25","London","United Kingdom",54.6,-2.0
"340","Physiology or Medicine","University of Oxford","1945","for the discovery of penicillin and its curative effect in various infectious diseases","1945-10-25","Oxford","United Kingdom",54.6,-2.0
"341","Physiology or Medicine","University of Oxford","1945","for the discovery of penicillin and its curative effect in various infectious diseases","1945-10-25","Oxford","United Kingdom",54.6,-2.0
"50","Physics","Princeton University","1945","for the discovery of the Exclusion Principle, also called the Pauli Principle","1945-11-15","Princeton, NJ","USA",39.828175,-98.5795
"505","Peace","","1945","for his indefatigable work for international understanding and his pivotal role in establishing the United Nations","1945-11-12","","","",""
"615","Literature","","1945","for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world","1945-11-15","","","",""
"203","Chemistry","University of Helsinki","1945","for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method","1945-11-15","Helsinki","Finland",65.0,27.0
"337","Physiology or Medicine","Washington University","1944","for their discoveries relating to the highly differentiated functions of single nerve fibres","1944-10-26","St. Louis, MO","USA",39.828175,-98.5795
"338","Physiology or Medicine","Rockefeller Institute for Medical Research","1944","for their discoveries relating to the highly differentiated functions of single nerve fibres","1944-10-26","New York, NY","USA",39.828175,-98.5795
"49","Physics","Columbia University","1944","for his resonance method for recording the magnetic properties of atomic nuclei","1944-11-09","New York, NY","USA",39.828175,-98.5795
"482","Peace","","1944","for the great work it has performed during the war on behalf of humanity","1945-11-12","","","",""
"482","Peace","","1944","for the great work it has performed during the war on behalf of humanity","1945-11-12","","","",""
"482","Peace","","1944","for the great work it has performed during the war on behalf of humanity","1945-11-12","","","",""
"614","Literature","","1944","for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style","1944-11-09","","","",""
"202","Chemistry","Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie","1944","for his discovery of the fission of heavy nuclei","1945-11-15","Berlin-Dahlem","Germany",51.0,10.0
"335","Physiology or Medicine","Polytechnic Institute","1943","for his discovery of vitamin K","1944-10-26","Copenhagen","Denmark",56.0,10.0
"336","Physiology or Medicine","Saint Louis University","1943","for his discovery of the chemical nature of vitamin K","1944-10-26","St. Louis, MO","USA",39.828175,-98.5795
"48","Physics","Carnegie Institute of Technology","1943","for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton","1944-11-09","Pittsburgh, PA","USA",39.828175,-98.5795
"201","Chemistry","Stockholm University","1943","for his work on the use of isotopes as tracers in the study of chemical processes","1944-11-09","Stockholm","Sweden",61.0,15.0
"334","Physiology or Medicine","Munster University","1939","for the discovery of the antibacterial effects of prontosil","1939-10-26","Munster","Germany",51.0,10.0
"47","Physics","University of California","1939","for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements","1939-11-09","Berkeley, CA","USA",39.828175,-98.5795
"613","Literature","","1939","for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature","1939-11-10","","","",""
"199","Chemistry","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie","1939","for his work on sex hormones","1939-11-09","Berlin-Dahlem","Germany",51.0,10.0
"200","Chemistry","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)","1939","for his work on polymethylenes and higher terpenes","1939-11-09","Zurich","Switzerland",46.798562,8.231973
"333","Physiology or Medicine","Ghent University","1938","for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration","1939-10-26","Ghent","Belgium",50.641111,4.668056
"46","Physics","Rome University","1938","for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons","1938-11-10","Rome","Italy",42.5,12.5
"503","Peace","","1938","for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe","1938-11-17","","","",""
"610","Literature","","1938","for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces","1938-11-10","","","",""
"198","Chemistry","Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung","1938","for his work on carotenoids and vitamins","1939-11-09","Heidelberg","Germany",51.0,10.0
"332","Physiology or Medicine","Szeged University","1937","for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid","1937-10-28","Szeged","Hungary",47.0,19.0
"44","Physics","Bell Telephone Laboratories","1937","for their experimental discovery of the diffraction of electrons by crystals","1937-11-11","New York, NY","USA",39.828175,-98.5795
"45","Physics","London University","1937","for their experimental discovery of the diffraction of electrons by crystals","1937-11-11","London","United Kingdom",54.6,-2.0
"502","Peace","","1937","for his tireless effort in support of the League of Nations, disarmament and peace","1937-11-18","","","",""
"609","Literature","","1937","for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>","1937-11-11","","","",""
"196","Chemistry","Birmingham University","1937","for his investigations on carbohydrates and vitamin C","1937-11-11","Birmingham","United Kingdom",54.6,-2.0
"197","Chemistry","University of Zurich","1937","for his investigations on carotenoids, flavins and vitamins A and B2","1937-11-11","Zurich","Switzerland",46.798562,8.231973
"330","Physiology or Medicine","National Institute for Medical Research","1936","for their discoveries relating to chemical transmission of nerve impulses","1936-10-29","London","United Kingdom",54.6,-2.0
"331","Physiology or Medicine","Graz University","1936","for their discoveries relating to chemical transmission of nerve impulses","1936-10-29","Graz","Austria",48.0,14.0
"42","Physics","Innsbruck University","1936","for his discovery of cosmic radiation","1936-11-12","Innsbruck","Austria",48.0,14.0
"43","Physics","California Institute of Technology (Caltech)","1936","for his discovery of the positron","1936-11-12","Pasadena, CA","USA",39.828175,-98.5795
"501","Peace","","1936","for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935","1936-11-24","","","",""
"608","Literature","","1936","for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy","1936-11-12","","","",""
"195","Chemistry","Berlin University","1936","for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases","1936-11-12","Berlin","Germany",51.0,10.0
"329","Physiology or Medicine","University of Freiburg im Breisgau","1935","for his discovery of the organizer effect in embryonic development","1935-10-24","Breisgau","Germany",51.0,10.0
"41","Physics","Liverpool University","1935","for the discovery of the neutron","1935-11-14","Liverpool","United Kingdom",54.6,-2.0
"500","Peace","","1935","for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace","1936-11-24","","","",""
"193","Chemistry","Institut du Radium","1935","in recognition of their synthesis of new radioactive elements","1935-11-14","Paris","France",47.0,2.0
"194","Chemistry","Institut du Radium","1935","in recognition of their synthesis of new radioactive elements","1935-11-14","Paris","France",47.0,2.0
"326","Physiology or Medicine","University of Rochester","1934","for their discoveries concerning liver therapy in cases of anaemia","1934-10-25","Rochester, NY","USA",39.828175,-98.5795
"327","Physiology or Medicine","Harvard University","1934","for their discoveries concerning liver therapy in cases of anaemia","1934-10-25","Cambridge, MA","USA",39.828175,-98.5795
"328","Physiology or Medicine","Harvard University","1934","for their discoveries concerning liver therapy in cases of anaemia","1934-10-25","Cambridge, MA","USA",39.828175,-98.5795
"499","Peace","","1934","for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34","1934-12-10","","","",""
"607","Literature","","1934","for his bold and ingenious revival of dramatic and scenic art","1934-11-08","","","",""
"192","Chemistry","Columbia University","1934","for his discovery of heavy hydrogen","1934-11-15","New York, NY","USA",39.828175,-98.5795
"325","Physiology or Medicine","California Institute of Technology (Caltech)","1933","for his discoveries concerning the role played by the chromosome in heredity","1933-10-20","Pasadena, CA","USA",39.828175,-98.5795
"39","Physics","Berlin University","1933","for the discovery of new productive forms of atomic theory","1933-11-09","Berlin","Germany",51.0,10.0
"40","Physics","University of Cambridge","1933","for the discovery of new productive forms of atomic theory","1933-11-09","Cambridge","United Kingdom",54.6,-2.0
"498","Peace","","1933","for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace","1934-12-10","","","",""
"606","Literature","","1933","for the strict artistry with which he has carried on the classical Russian traditions in prose writing","1933-11-09","","","",""
"323","Physiology or Medicine","University of Oxford","1932","for their discoveries regarding the functions of neurons","1932-10-27","Oxford","United Kingdom",54.6,-2.0
"324","Physiology or Medicine","University of Cambridge","1932","for their discoveries regarding the functions of neurons","1932-10-27","Cambridge","United Kingdom",54.6,-2.0
"38","Physics","Leipzig University","1932","for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen","1933-11-09","Leipzig","Germany",51.0,10.0
"605","Literature","","1932","for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>","1932-11-10","","","",""
"191","Chemistry","General Electric Company","1932","for his discoveries and investigations in surface chemistry","1932-11-10","Schenectady, NY","USA",39.828175,-98.5795
"322","Physiology or Medicine","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie","1931","for his discovery of the nature and mode of action of the respiratory enzyme","1931-10-29","Berlin-Dahlem","Germany",51.0,10.0
"496","Peace","","1931","for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind","1931-12-10","","","",""
"497","Peace","Columbia University","1931","for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind","1931-12-10","New York, NY","USA",39.828175,-98.5795
"604","Literature","","1931","The poetry of Erik Axel Karlfeldt","1931-11-08","","","",""
"189","Chemistry","University of Heidelberg","1931","in recognition of their contributions to the invention and development of chemical high pressure methods","1931-11-12","Heidelberg","Germany",51.0,10.0
"190","Chemistry","University of Heidelberg","1931","in recognition of their contributions to the invention and development of chemical high pressure methods","1931-11-12","Heidelberg","Germany",51.0,10.0
"321","Physiology or Medicine","Rockefeller Institute for Medical Research","1930","for his discovery of human blood groups","1930-10-30","New York, NY","USA",39.828175,-98.5795
"37","Physics","Calcutta University","1930","for his work on the scattering of light and for the discovery of the effect named after him","1930-11-13","Calcutta","India",22.8,83.0
"495","Peace","","1930","for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'","1930-12-10","","","",""
"603","Literature","","1930","for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters","1930-11-05","","","",""
"188","Chemistry","Technische Hochschule (Institute of Technology)","1930","for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin","1930-11-13","Munich","Germany",51.0,10.0
"319","Physiology or Medicine","Utrecht University","1929","for his discovery of the antineuritic vitamin","1929-10-31","Utrecht","the Netherlands",52.316667,5.55
"320","Physiology or Medicine","University of Cambridge","1929","for his discovery of the growth-stimulating vitamins","1929-10-31","Cambridge","United Kingdom",54.6,-2.0
"36","Physics","Sorbonne University, Institut Henri Poincaré","1929","for his discovery of the wave nature of electrons","1929-11-12","Paris","France",47.0,2.0
"494","Peace","","1929","for his crucial role in bringing about the Briand-Kellogg Pact","1930-12-10","","","",""
"602","Literature","","1929","principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature","1929-11-12","","","",""
"186","Chemistry","London University","1929","for their investigations on the fermentation of sugar and fermentative enzymes","1929-11-12","London","United Kingdom",54.6,-2.0
"187","Chemistry","Stockholm University","1929","for their investigations on the fermentation of sugar and fermentative enzymes","1929-11-12","Stockholm","Sweden",61.0,15.0
"318","Physiology or Medicine","Institut Pasteur","1928","for his work on typhus","1928-10-25","Tunis","Tunisia",34.0,10.0
"35","Physics","London University","1928","for his work on the thermionic phenomenon and especially for the discovery of the law named after him","1929-11-12","London","United Kingdom",54.6,-2.0
"601","Literature","","1928","principally for her powerful descriptions of Northern life during the Middle Ages","1928-11-13","","","",""
"185","Chemistry","Goettingen University","1928","for the services rendered through his research into the constitution of the sterols and their connection with the vitamins","1928-11-13","Göttingen","Germany",51.0,10.0
"317","Physiology or Medicine","Vienna University","1927","for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica","1927-10-27","Vienna","Austria",48.0,14.0
"33","Physics","University of Chicago","1927","for his discovery of the effect named after him","1927-11-10","Chicago, IL","USA",39.828175,-98.5795
"34","Physics","University of Cambridge","1927","for his method of making the paths of electrically charged particles visible by condensation of vapour","1927-11-10","Cambridge","United Kingdom",54.6,-2.0
"492","Peace","","1927","for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation","1927-12-10","","","",""
"493","Peace","","1927","for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation","1927-12-10","","","",""
"600","Literature","","1927","in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented","1928-11-13","","","",""
"184","Chemistry","Munich University","1927","for his investigations of the constitution of the bile acids and related substances","1928-11-13","Munich","Germany",51.0,10.0
"316","Physiology or Medicine","Copenhagen University","1926","for his discovery of the Spiroptera carcinoma","1927-10-27","Copenhagen","Denmark",56.0,10.0
"32","Physics","Sorbonne University","1926","for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium","1926-11-11","Paris","France",47.0,2.0
"490","Peace","","1926","for their crucial role in bringing about the Locarno Treaty","1926-12-10","","","",""
"491","Peace","","1926","for their crucial role in bringing about the Locarno Treaty","1926-12-10","","","",""
"597","Literature","","1926","for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general","1927-11-10","","","",""
"183","Chemistry","Uppsala University","1926","for his work on disperse systems","1926-11-11","Uppsala","Sweden",61.0,15.0
"30","Physics","Goettingen University","1925","for their discovery of the laws governing the impact of an electron upon an atom","1926-11-11","Göttingen","Germany",51.0,10.0
"31","Physics","Halle University","1925","for their discovery of the laws governing the impact of an electron upon an atom","1926-11-11","Halle","Germany",51.0,10.0
"488","Peace","","1925","for his crucial role in bringing about the Locarno Treaty","1926-12-10","","","",""
"489","Peace","","1925","for his crucial role in bringing about the Dawes Plan","1926-12-10","","","",""
"596","Literature","","1925","for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty","1926-11-11","","","",""
"182","Chemistry","Goettingen University","1925","for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry","1926-11-11","Göttingen","Germany",51.0,10.0
"315","Physiology or Medicine","Leiden University","1924","for his discovery of the mechanism of the electrocardiogram","1924-10-23","Leiden","the Netherlands",52.316667,5.55
"29","Physics","Uppsala University","1924","for his discoveries and research in the field of X-ray spectroscopy","1925-11-12","Uppsala","Sweden",61.0,15.0
"594","Literature","","1924","for his great national epic, <I>The Peasants</I>","1924-11-13","","","",""
"313","Physiology or Medicine","University of Toronto","1923","for the discovery of insulin","1923-10-25","Toronto","Canada",60.0,-110.0
"314","Physiology or Medicine","University of Toronto","1923","for the discovery of insulin","1923-10-25","Toronto","Canada",60.0,-110.0
"28","Physics","California Institute of Technology (Caltech)","1923","for his work on the elementary charge of electricity and on the photoelectric effect","1923-11-13","Pasadena, CA","USA",39.828175,-98.5795
"593","Literature","","1923","for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation","1923-11-14","","","",""
"181","Chemistry","Graz University","1923","for his invention of the method of micro-analysis of organic substances","1923-11-13","Graz","Austria",48.0,14.0
"311","Physiology or Medicine","London University","1922","for his discovery relating to the production of heat in the muscle","1922-10-25","London","United Kingdom",54.6,-2.0
"312","Physiology or Medicine","Kiel University","1922","for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle","1922-10-25","Kiel","Germany",51.0,10.0
"27","Physics","Copenhagen University","1922","for his services in the investigation of the structure of atoms and of the radiation emanating from them","1922-11-09","Copenhagen","Denmark",56.0,10.0
"487","Peace","","1922","for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees","1922-12-10","","","",""
"592","Literature","","1922","for the happy manner in which he has continued the illustrious traditions of the Spanish drama","1922-11-09","","","",""
"180","Chemistry","University of Cambridge","1922","for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule","1922-11-09","Cambridge","United Kingdom",54.6,-2.0
"26","Physics","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik","1921","for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect","1922-11-09","Berlin","Germany",51.0,10.0
"485","Peace","","1921","for their lifelong contributions to the cause of peace and organized internationalism","1921-12-10","","","",""
"486","Peace","","1921","for their lifelong contributions to the cause of peace and organized internationalism","1921-12-10","","","",""
"590","Literature","","1921","in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament","1921-11-10","","","",""
"179","Chemistry","University of Oxford","1921","for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes","1922-11-09","Oxford","United Kingdom",54.6,-2.0
"310","Physiology or Medicine","Copenhagen University","1920","for his discovery of the capillary motor regulating mechanism","1920-10-28","Copenhagen","Denmark",56.0,10.0
"25","Physics","Bureau International des Poids et Mesures (International Bureau of Weights and Measures)","1920","in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys","1920-11-11","Sèvres","France",47.0,2.0
"484","Peace","","1920","for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations","1920-12-10","","","",""
"589","Literature","","1920","for his monumental work, <I>Growth of the Soil</I>","1920-11-11","","","",""
"178","Chemistry","Berlin University","1920","in recognition of his work in thermochemistry","1921-11-10","Berlin","Germany",51.0,10.0
"309","Physiology or Medicine","Brussels University","1919","for his discoveries relating to immunity","1920-10-28","Brussels","Belgium",50.641111,4.668056
"24","Physics","Greifswald University","1919","for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields","1919-11-13","Greifswald","Germany",51.0,10.0
"483","Peace","","1919","for his role as founder of the League of Nations","1920-12-10","","","",""
"588","Literature","","1919","in special appreciation of his epic, <I>Olympian Spring</I>","1920-11-11","","","",""
"23","Physics","Berlin University","1918","in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta","1919-11-13","Berlin","Germany",51.0,10.0
"177","Chemistry","Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie","1918","for the synthesis of ammonia from its elements","1919-11-13","Berlin-Dahlem","Germany",51.0,10.0
"22","Physics","Edinburgh University","1917","for his discovery of the characteristic R&ouml;ntgen radiation of the elements","1918-11-12","Edinburgh","United Kingdom",54.6,-2.0
"482","Peace","","1917","for the efforts to take care of wounded soldiers and prisoners of war and their families","1917-12-10","","","",""
"482","Peace","","1917","for the efforts to take care of wounded soldiers and prisoners of war and their families","1917-12-10","","","",""
"482","Peace","","1917","for the efforts to take care of wounded soldiers and prisoners of war and their families","1917-12-10","","","",""
"586","Literature","","1917","for his varied and rich poetry, which is inspired by lofty ideals","1917-11-08","","","",""
"587","Literature","","1917","for his authentic descriptions of present-day life in Denmark","1917-11-08","","","",""
"585","Literature","","1916","in recognition of his significance as the leading representative of a new era in our literature","1916-11-09","","","",""
"20","Physics","University College","1915","for their services in the analysis of crystal structure by means of X-rays","1915-11-12","London","United Kingdom",54.6,-2.0
"21","Physics","Victoria University","1915","for their services in the analysis of crystal structure by means of X-rays","1915-11-12","Manchester","United Kingdom",54.6,-2.0
"584","Literature","","1915","as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings","1916-11-09","","","",""
"176","Chemistry","Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie","1915","for his researches on plant pigments, especially chlorophyll","1915-11-11","Berlin-Dahlem","Germany",51.0,10.0
"308","Physiology or Medicine","Vienna University","1914","for his work on the physiology and pathology of the vestibular apparatus","1915-10-29","Vienna","Austria",48.0,14.0
"19","Physics","Frankfurt-on-the-Main University","1914","for his discovery of the diffraction of X-rays by crystals","1915-11-11","Frankfurt-on-the-Main","Germany",51.0,10.0
"175","Chemistry","Harvard University","1914","in recognition of his accurate determinations of the atomic weight of a large number of chemical elements","1915-11-11","Cambridge, MA","USA",39.828175,-98.5795
"307","Physiology or Medicine","Sorbonne University","1913","in recognition of his work on anaphylaxis","1913-10-30","Paris","France",47.0,2.0
"18","Physics","Leiden University","1913","for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium","1913-11-11","Leiden","the Netherlands",52.316667,5.55
"481","Peace","","1913","for his unparalleled contribution to the organization of peaceful internationalism","1913-12-10","","","",""
"583","Literature","","1913","because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West","1913-11-13","","","",""
"174","Chemistry","University of Zurich","1913","in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry","1913-11-11","Zurich","Switzerland",46.798562,8.231973
"306","Physiology or Medicine","Rockefeller Institute for Medical Research","1912","in recognition of his work on vascular suture and the transplantation of blood vessels and organs","1912-10-10","New York, NY","USA",39.828175,-98.5795
"17","Physics","Swedish Gas-Accumulator Co.","1912","for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys","1912-11-12","Lidingö, Stockholm","Sweden",61.0,15.0
"480","Peace","","1912","for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries","1913-12-10","","","",""
"582","Literature","","1912","primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art","1912-11-14","","","",""
"172","Chemistry","Nancy University","1912","for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry","1912-11-12","Nancy","France",47.0,2.0
"173","Chemistry","Toulouse University","1912","for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years","1912-11-12","Toulouse","France",47.0,2.0
"305","Physiology or Medicine","Uppsala University","1911","for his work on the dioptrics of the eye","1911-10-19","Uppsala","Sweden",61.0,15.0
"16","Physics","Würzburg University","1911","for his discoveries regarding the laws governing the radiation of heat","1911-11-07","Würzburg","Germany",51.0,10.0
"478","Peace","","1911","for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations","1911-12-10","","","",""
"479","Peace","","1911","for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations","1911-12-10","","","",""
"581","Literature","","1911","in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations","1911-11-09","","","",""
"6","Chemistry","","1911","in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element","1911-11-07","","","",""
"6","Chemistry","","1911","in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element","1911-11-07","","","",""
"304","Physiology or Medicine","University of Heidelberg","1910","in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances","1910-10-20","Heidelberg","Germany",51.0,10.0
"15","Physics","Amsterdam University","1910","for his work on the equation of state for gases and liquids","1910-11-05","Amsterdam","the Netherlands",52.316667,5.55
"477","Peace","","1910","for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement","1910-12-10","","","",""
"580","Literature","","1910","as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories","1910-11-10","","","",""
"169","Chemistry","Goettingen University","1910","in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds","1910-11-12","Göttingen","Germany",51.0,10.0
